Elevation (metres);Meter från start;Lutning i grader
29,3;2735758;0,082
30,9;2735828;1,309
30;2735913;-0,607
28,7;2735978;-1,146
28,1;2736042;-0,537
29,3;2736135;0,739
30;2736227;0,436
30,2;2736320;0,123
30;2736413;-0,123
30,5;2736506;0,308
31;2736598;0,311
31;2736697;0,000
31;2736796;0,000
31,3;2736895;0,174
31,8;2736994;0,289
31,3;2737092;-0,292
32;2737191;0,405
31,7;2737290;-0,174
31,5;2737389;-0,116
31,8;2737488;0,174
32,1;2737587;0,174
31;2737685;-0,643
31,6;2737784;0,347
32,2;2737884;0,344
32;2737968;-0,136
31,9;2738053;-0,067
32;2738082;0,198
32;2738165;0,000
32;2738203;0,000
31,6;2738294;-0,252
31,1;2738385;-0,315
31;2738476;-0,063
32,9;2738568;1,183
32,5;2738659;-0,252
33;2738750;0,315
32,1;2738837;-0,593
31,4;2738923;-0,466
32,2;2739010;0,527
32,9;2739097;0,461
32,1;2739184;-0,527
32;2739271;-0,066
32;2739285;0,000
32,2;2739372;0,132
32;2739459;-0,132
32,6;2739552;0,370
33;2739644;0,249
32;2739725;-0,707
32,3;2739807;0,210
34,1;2739888;1,273
34,2;2739969;0,071
34,6;2740057;0,260
34,4;2740145;-0,130
33,3;2740233;-0,716
32,5;2740321;-0,521
32,4;2740408;-0,066
32,3;2740496;-0,065
33,5;2740584;0,781
34,3;2740640;0,818
34,8;2740728;0,326
34,5;2740815;-0,198
34,5;2740902;0,000
34,9;2740990;0,260
34,7;2741080;-0,127
34;2741169;-0,451
34,4;2741259;0,255
35,5;2741349;0,700
35,3;2741438;-0,129
36,2;2741511;0,706
36,8;2741581;0,491
36,6;2741651;-0,164
36,5;2741720;-0,083
36,1;2741761;-0,559
35,4;2741829;-0,590
35,1;2741897;-0,253
35,5;2741993;0,239
37,5;2742088;1,206
37,7;2742183;0,121
37;2742240;-0,704
37,6;2742317;0,446
37,6;2742394;0,000
38,1;2742486;0,311
39,4;2742584;0,760
39,9;2742681;0,295
39,1;2742779;-0,468
39,5;2742877;0,234
41,3;2742954;1,339
41,3;2743032;0,000
41,1;2743109;-0,149
41;2743187;-0,073
42,1;2743268;0,778
42,5;2743350;0,279
41,6;2743431;-0,637
42,4;2743529;0,468
43,3;2743628;0,521
43,7;2743726;0,234
43,6;2743811;-0,067
43,4;2743896;-0,135
43,3;2743975;-0,073
42,6;2744055;-0,501
42,3;2744154;-0,174
43,8;2744252;0,877
43,2;2744323;-0,484
42,9;2744391;-0,253
44;2744459;0,927
44,1;2744528;0,083
43,1;2744618;-0,637
43,7;2744675;0,603
43,9;2744757;0,140
43,7;2744767;-1,146
42,4;2744841;-1,006
42,8;2744914;0,314
44,1;2744957;1,732
44,3;2744962;2,291
44,2;2745054;-0,062
43,9;2745078;-0,716
43,7;2745096;-0,637
43,4;2745124;-0,614
43,5;2745157;0,174
44,2;2745202;0,891
45;2745250;0,955
45;2745340;0,000
44,4;2745430;-0,382
44,5;2745520;0,064
45,7;2745562;1,637
45,3;2745658;-0,239
44,9;2745712;-0,424
44,9;2745738;0,000
44,6;2745819;-0,212
44;2745866;-0,731
45,6;2745932;1,389
44,8;2745997;-0,705
44,3;2746083;-0,333
44,1;2746180;-0,118
43,8;2746227;-0,366
43,5;2746289;-0,277
45,5;2746358;1,660
46;2746443;0,337
44,8;2746501;-1,185
44,3;2746551;-0,573
44;2746608;-0,302
44,1;2746664;0,102
43,9;2746711;-0,244
43,4;2746767;-0,512
42,5;2746824;-0,905
42,8;2746915;0,189
42,4;2746988;-0,314
42;2747038;-0,458
41,7;2747090;-0,331
41,9;2747142;0,220
41,4;2747210;-0,421
40,9;2747261;-0,562
40,6;2747294;-0,521
40,1;2747379;-0,337
40,9;2747463;0,546
41;2747547;0,068
41,1;2747631;0,068
40,9;2747716;-0,135
41,1;2747800;0,136
40,9;2747872;-0,159
40,6;2747927;-0,313
40,7;2747983;0,102
40,5;2748055;-0,159
40;2748110;-0,521
40;2748173;0,000
40;2748247;0,000
39,9;2748315;-0,084
39,5;2748378;-0,364
39,1;2748461;-0,276
39;2748538;-0,074
39;2748607;0,000
39,6;2748694;0,395
39,6;2748760;0,000
39;2748828;-0,506
38,8;2748910;-0,140
38,6;2748958;-0,239
38,4;2749000;-0,273
37,9;2749074;-0,387
37,7;2749147;-0,157
38,6;2749202;0,937
38,2;2749277;-0,306
37,8;2749343;-0,347
37,2;2749435;-0,374
37,6;2749486;0,449
38,6;2749563;0,744
39;2749640;0,298
39,4;2749717;0,298
39,4;2749794;0,000
38,1;2749866;-1,034
38;2749937;-0,081
38,1;2750008;0,081
38;2750090;-0,070
40;2750172;1,397
40,4;2750254;0,279
41,4;2750350;0,597
43;2750445;0,965
43,1;2750526;0,071
42,8;2750606;-0,215
42,6;2750626;-0,573
43;2750708;0,279
44,5;2750789;1,061
44,7;2750871;0,140
44,6;2750931;-0,095
45,2;2750999;0,506
46,5;2751081;0,908
46,2;2751134;-0,324
46,1;2751187;-0,108
47,1;2751261;0,774
48,4;2751315;1,379
48,2;2751388;-0,157
49,6;2751448;1,337
50,5;2751509;0,845
50,6;2751598;0,064
50,6;2751651;0,000
52;2751735;0,955
52,8;2751810;0,611
52,1;2751886;-0,528
53,1;2751937;1,123
54,1;2751988;1,123
55,5;2752070;0,978
56,2;2752144;0,542
56,8;2752219;0,458
57;2752293;0,155
58;2752364;0,807
59,4;2752432;1,179
59,8;2752501;0,332
60;2752536;0,327
59,9;2752546;-0,573
60;2752614;0,084
60,2;2752681;0,171
61,5;2752737;1,330
61,2;2752799;-0,277
61,1;2752852;-0,108
61,5;2752906;0,424
62,4;2752964;0,889
62,6;2753023;0,194
62,6;2753094;0,000
62,4;2753165;-0,161
62;2753226;-0,376
61,9;2753306;-0,072
61,9;2753382;0,000
62;2753434;0,110
62;2753486;0,000
62,9;2753585;0,521
63,9;2753655;0,818
63;2753714;-0,874
62,8;2753805;-0,126
63;2753847;0,273
63;2753892;0,000
62,1;2753962;-0,737
62,1;2753988;0,000
63,1;2754063;0,764
62,1;2754123;-0,955
61,1;2754182;-0,971
60,5;2754264;-0,419
60,4;2754318;-0,106
60,2;2754372;-0,212
60;2754470;-0,117
59,2;2754552;-0,559
58,4;2754614;-0,739
57,8;2754652;-0,905
57,1;2754725;-0,549
55,8;2754798;-1,020
54,5;2754864;-1,128
54,3;2754930;-0,174
54,6;2754948;0,955
54,7;2754959;0,521
54,7;2755039;0,000
54,2;2755121;-0,349
53,2;2755202;-0,707
52;2755284;-0,838
51,7;2755313;-0,593
51;2755384;-0,565
50,2;2755454;-0,655
48,8;2755530;-1,055
47;2755618;-1,172
45,5;2755674;-1,534
44,4;2755731;-1,106
43,6;2755801;-0,655
43,1;2755883;-0,349
40,8;2755966;-1,587
40;2756047;-0,566
38,6;2756146;-0,810
38;2756164;-1,909
36,3;2756241;-1,265
35,9;2756297;-0,409
35,3;2756382;-0,404
34,9;2756416;-0,674
34,6;2756442;-0,661
34,3;2756466;-0,716
33,5;2756544;-0,588
33;2756605;-0,470
32,6;2756687;-0,279
31,4;2756768;-0,849
32,4;2756868;0,573
32,3;2756937;-0,083
31;2757035;-0,760
28,9;2757134;-1,215
27;2757233;-1,099
27,2;2757332;0,116
27,3;2757431;0,058
26,6;2757530;-0,405
24,6;2757629;-1,157
22,9;2757707;-1,249
21,5;2757785;-1,028
20,6;2757866;-0,637
20,1;2757936;-0,409
18,7;2758007;-1,130
17;2758099;-1,059
16,3;2758192;-0,431
14,9;2758276;-0,955
13,4;2758360;-1,023
12,5;2758444;-0,614
13,5;2758528;0,682
12,3;2758625;-0,709
11,6;2758722;-0,413
11,6;2758819;0,000
11,8;2758883;0,179
12,2;2758922;0,588
12,5;2758952;0,573
13,1;2759002;0,688
13,3;2759092;0,127
11,6;2759183;-1,070
10,5;2759266;-0,759
11,2;2759354;0,456
10,2;2759432;-0,735
9,7;2759506;-0,387
9,1;2759588;-0,419
8,4;2759648;-0,668
7,9;2759698;-0,573
8;2759780;0,070
9,2;2759837;1,206
11,1;2759922;1,281
10,5;2760005;-0,414
10,1;2760089;-0,273
10,2;2760158;0,083
10;2760203;-0,255
10,1;2760272;0,083
9,7;2760342;-0,327
9,5;2760413;-0,161
8,4;2760505;-0,685
8,3;2760544;-0,147
8,2;2760582;-0,151
8,8;2760651;0,498
9;2760704;0,216
8,9;2760745;-0,140
9,4;2760805;0,477
10,5;2760854;1,286
11,5;2760912;0,988
10,7;2760971;-0,777
10,7;2761017;0,000
11,2;2761066;0,585
11,8;2761115;0,702
12,2;2761198;0,276
12,4;2761269;0,161
12,3;2761318;-0,117
11,9;2761377;-0,388
11,9;2761425;0,000
12,2;2761473;0,358
12,8;2761531;0,593
12,9;2761616;0,067
12,1;2761689;-0,628
13,5;2761737;1,671
15;2761816;1,088
16;2761902;0,666
16,2;2761921;0,603
17;2761985;0,716
18,5;2762048;1,364
18,7;2762055;1,637
19,1;2762078;0,996
19,8;2762178;0,401
21,8;2762254;1,507
23,6;2762342;1,172
24,4;2762398;0,818
25,2;2762454;0,818
27,4;2762533;1,595
27,8;2762622;0,258
28,6;2762708;0,533
28,2;2762805;-0,236
28,7;2762881;0,377
30;2762975;0,792
30;2763059;0,000
30,6;2763156;0,354
30,3;2763237;-0,212
30,2;2763336;-0,058
30,2;2763405;0,000
31;2763430;1,833
30,6;2763525;-0,241
30,4;2763583;-0,198
31,2;2763642;0,777
31,4;2763661;0,603
31,8;2763685;0,955
32,5;2763761;0,528
32,7;2763836;0,153
33,3;2763912;0,452
34,7;2763985;1,099
36,3;2764059;1,239
38,4;2764132;1,648
39,2;2764223;0,504
39,4;2764314;0,126
39,7;2764405;0,189
40,6;2764491;0,600
42;2764576;0,944
42,5;2764662;0,333
42,8;2764735;0,235
42,6;2764808;-0,157
43;2764882;0,310
43;2764978;0,000
43,8;2765074;0,477
45,5;2765147;1,334
46,2;2765230;0,483
45,8;2765291;-0,376
45,4;2765388;-0,236
45,7;2765445;0,302
45,9;2765496;0,225
46,4;2765569;0,392
47,9;2765649;1,074
49,5;2765729;1,146
50;2765776;0,610
48,8;2765866;-0,764
48,6;2765955;-0,129
49,2;2766044;0,386
49,7;2766071;1,061
50,2;2766124;0,541
50,5;2766177;0,324
51;2766276;0,289
51,4;2766375;0,231
51,9;2766473;0,292
52,2;2766552;0,218
51,8;2766630;-0,294
52,1;2766684;0,318
52,7;2766737;0,649
52,5;2766803;-0,174
52,3;2766870;-0,171
52,6;2766958;0,195
52,6;2767047;0,000
53,2;2767136;0,386
52,5;2767210;-0,542
50,8;2767285;-1,298
51,1;2767352;0,257
50,7;2767419;-0,342
51,8;2767497;0,808
52,8;2767576;0,725
51,3;2767675;-0,868
49,7;2767721;-1,992
48,3;2767793;-1,114
49,3;2767856;0,909
49,5;2767920;0,179
49;2768010;-0,318
49;2768031;0,000
49,3;2768110;0,218
49,1;2768164;-0,212
49,4;2768233;0,249
50,5;2768305;0,875
50,4;2768357;-0,110
50,3;2768386;-0,198
50,7;2768457;0,323
50,9;2768505;0,239
51;2768559;0,106
51,5;2768626;0,428
51,7;2768659;0,347
51,9;2768706;0,244
52;2768715;0,637
52,5;2768781;0,434
53,2;2768821;1,003
54;2768868;0,975
54;2768943;0,000
54;2769003;0,000
54;2769067;0,000
54,7;2769167;0,401
54,8;2769229;0,092
54,7;2769291;-0,092
55;2769377;0,200
55,4;2769401;0,955
56,1;2769465;0,627
55,8;2769546;-0,212
54,9;2769627;-0,637
56,6;2769721;1,036
56,7;2769815;0,061
56,1;2769909;-0,366
56,6;2770003;0,305
56,6;2770062;0,000
56;2770121;-0,583
56,2;2770187;0,174
57,5;2770237;1,489
58,8;2770287;1,489
60,5;2770370;1,173
60,2;2770444;-0,232
59,8;2770454;-2,291
59,6;2770529;-0,153
60,6;2770567;1,507
60,7;2770607;0,143
60,2;2770677;-0,409
58,6;2770747;-1,309
58;2770768;-1,637
56,7;2770814;-1,619
55,4;2770897;-0,897
55,2;2770979;-0,140
55,1;2771006;-0,212
54,8;2771068;-0,277
54,4;2771131;-0,364
53,9;2771200;-0,415
53,9;2771226;0,000
54,4;2771268;0,682
55,9;2771307;2,203
56,9;2771335;2,045
58,3;2771385;1,604
58,6;2771435;0,344
57,6;2771515;-0,716
55,7;2771595;-1,361
52,9;2771680;-1,887
51,8;2771725;-1,400
50,1;2771818;-1,047
50,1;2771911;0,000
50;2772005;-0,061
49;2772098;-0,616
47;2772191;-1,232
46,6;2772285;-0,244
46;2772360;-0,458
45,1;2772435;-0,688
43,3;2772510;-1,375
42,6;2772587;-0,521
43,1;2772662;0,382
43;2772738;-0,075
42,7;2772814;-0,226
42,6;2772904;-0,064
43;2772994;0,255
41,2;2773083;-1,159
40;2773173;-0,764
39,8;2773262;-0,129
38,7;2773352;-0,700
36,9;2773442;-1,146
35,4;2773531;-0,966
35;2773623;-0,249
34;2773715;-0,623
33,1;2773807;-0,560
32,9;2773893;-0,133
32,9;2773921;0,000
32,9;2773987;0,000
32;2774085;-0,526
31,1;2774184;-0,521
30,9;2774282;-0,117
30,1;2774381;-0,463
29,7;2774479;-0,234
28,7;2774578;-0,579
26,9;2774676;-1,052
26;2774775;-0,521
26,8;2774863;0,521
25,7;2774951;-0,716
25,2;2775040;-0,322
25,9;2775128;0,456
26,8;2775216;0,586
26;2775304;-0,521
25;2775393;-0,644
25;2775404;0,000
25;2775488;0,000
25;2775573;0,000
23,7;2775657;-0,887
23,4;2775741;-0,205
24,7;2775826;0,876
25;2775894;0,253
25,1;2775962;0,084
25,7;2776030;0,506
26,3;2776123;0,370
27,1;2776215;0,498
27;2776307;-0,062
27,2;2776399;0,125
27,4;2776491;0,125
27;2776583;-0,249
26,7;2776675;-0,187
25,6;2776768;-0,678
25,9;2776860;0,187
25,9;2776869;0,000
28,2;2776968;1,331
29,7;2777067;0,868
29,2;2777166;-0,289
27;2777263;-1,299
25,7;2777359;-0,776
26,9;2777456;0,709
26,6;2777553;-0,177
27,6;2777650;0,591
27,4;2777747;-0,118
28,5;2777843;0,656
30,1;2777940;0,945
30,7;2778037;0,354
29,1;2778134;-0,945
26,6;2778230;-1,492
26,5;2778327;-0,059
26,7;2778407;0,143
27,7;2778487;0,716
29,8;2778568;1,485
31,1;2778648;0,931
30,9;2778712;-0,179
29,9;2778777;-0,881
28,3;2778863;-1,066
28,2;2778949;-0,067
28,8;2779036;0,395
28,1;2779122;-0,466
28,8;2779208;0,466
29,4;2779294;0,400
29,4;2779388;0,000
29,6;2779482;0,122
28,3;2779576;-0,792
27,9;2779669;-0,246
27;2779763;-0,549
27,3;2779857;0,183
28,3;2779951;0,610
28,4;2780044;0,062
27,7;2780138;-0,427
27,4;2780232;-0,183
27,8;2780326;0,244
27,5;2780421;-0,181
27;2780515;-0,305
27,5;2780610;0,302
26,9;2780704;-0,366
28,1;2780799;0,724
29,4;2780893;0,792
28,9;2780987;-0,305
28,3;2781082;-0,362
27,7;2781177;-0,362
28;2781271;0,183
26,5;2781365;-0,914
26,1;2781460;-0,241
25,5;2781554;-0,366
25,5;2781649;0,000
24,5;2781742;-0,616
24,3;2781835;-0,123
22,8;2781927;-0,934
21,6;2782020;-0,739
22,5;2782113;0,554
22,3;2782206;-0,123
23,7;2782299;0,862
24;2782391;0,187
23,6;2782484;-0,246
24,5;2782577;0,554
23,9;2782670;-0,370
22,3;2782763;-0,986
22,4;2782856;0,062
22,4;2782898;0,000
22;2782981;-0,276
21,8;2783063;-0,140
21,3;2783146;-0,345
20,6;2783214;-0,590
19,9;2783281;-0,599
19,4;2783349;-0,421
19;2783433;-0,273
19;2783517;0,000
18,5;2783601;-0,341
17,7;2783685;-0,546
17,2;2783769;-0,341
16,5;2783853;-0,477
16,5;2783864;0,000
16,5;2783916;0,000
16,3;2783969;-0,216
15,6;2784051;-0,489
15,6;2784132;0,000
15,6;2784214;0,000
15,6;2784296;0,000
15,4;2784356;-0,191
14,8;2784415;-0,583
14,1;2784453;-1,055
13,7;2784476;-0,996
13,2;2784533;-0,503
13;2784589;-0,205
13,1;2784647;0,099
13,3;2784705;0,198
14;2784762;0,704
13,8;2784818;-0,205
13,4;2784889;-0,323
14;2784959;0,491
13,7;2785030;-0,242
12,9;2785100;-0,655
12,1;2785166;-0,694
11,8;2785225;-0,291
12,4;2785284;0,583
13,4;2785373;0,644
12,8;2785462;-0,386
10,5;2785551;-1,480
10,2;2785561;-1,718
11;2785641;0,573
10,5;2785731;-0,318
10,8;2785780;0,351
11,6;2785849;0,664
12;2785918;0,332
12;2785930;0,000
11,7;2786012;-0,210
11;2786109;-0,413
11;2786147;0,000
11,2;2786178;0,370
10,2;2786229;-1,123
8,9;2786293;-1,164
9,3;2786341;0,477
10,5;2786411;0,982
10,8;2786459;0,358
10,6;2786507;-0,239
10,7;2786547;0,143
10,9;2786568;0,546
11,5;2786608;0,859
12,1;2786658;0,688
11,9;2786720;-0,185
12,8;2786769;1,052
13;2786822;0,216
13;2786859;0,000
13;2786865;0,000
13;2786902;0,000
13;2786944;0,000
13,3;2787004;0,286
14,5;2787075;0,968
15,2;2787110;1,146
15,4;2787147;0,310
15,6;2787171;0,477
15,6;2787195;0,000
15,4;2787222;-0,424
15;2787255;-0,694
15,1;2787286;0,185
15,5;2787326;0,573
15,9;2787410;0,273
14,5;2787478;-1,179
14,1;2787494;-1,432
13,6;2787509;-1,909
12,6;2787553;-1,302
13,8;2787620;1,026
13,9;2787669;0,117
13,4;2787727;-0,494
12,7;2787775;-0,836
12,2;2787810;-0,818
12,3;2787846;0,159
12,9;2787893;0,731
12,9;2787943;0,000
13;2788014;0,081
13,2;2788050;0,318
13,6;2788086;0,637
14,4;2788134;0,955
14,3;2788175;-0,140
14,3;2788232;0,000
14,6;2788264;0,537
15,4;2788351;0,527
14,4;2788412;-0,939
13,4;2788466;-1,061
12,9;2788519;-0,541
12,7;2788579;-0,191
13;2788654;0,229
13;2788724;0,000
12,4;2788797;-0,471
11,7;2788881;-0,477
11,8;2788942;0,094
12,6;2789013;0,646
12,6;2789085;0,000
12,7;2789139;0,106
12;2789192;-0,757
11,5;2789243;-0,562
11;2789282;-0,735
10,6;2789316;-0,674
10;2789372;-0,614
10;2789427;0,000
9,7;2789507;-0,215
9,6;2789551;-0,130
9,3;2789622;-0,242
9,1;2789689;-0,171
9,7;2789757;0,506
9,6;2789808;-0,112
9;2789859;-0,674
8,7;2789877;-0,955
7,7;2789938;-0,939
7,1;2789986;-0,716
7,4;2790040;0,318
7,6;2790086;0,249
8;2790134;0,477
8,2;2790148;0,818
8,9;2790229;0,495
8,4;2790309;-0,358
6,2;2790408;-1,273
6,6;2790507;0,231
6,3;2790606;-0,174
5,5;2790673;-0,684
5,7;2790762;0,129
6;2790792;0,573
5,6;2790871;-0,290
5,4;2790899;-0,409
5,1;2790933;-0,506
5,2;2790976;0,133
5,5;2791049;0,235
5,6;2791076;0,212
6;2791147;0,323
5;2791219;-0,796
4,6;2791318;-0,231
5,5;2791373;0,937
6;2791441;0,421
5,2;2791508;-0,684
6,6;2791597;0,901
5,7;2791674;-0,670
5,3;2791750;-0,302
5,5;2791835;0,135
6;2791919;0,341
6;2791976;0,000
5,8;2792067;-0,126
6,3;2792158;0,315
7,7;2792249;0,881
8;2792340;0,189
8;2792438;0,000
9,1;2792535;0,650
9,2;2792588;0,108
9;2792641;-0,216
8,6;2792726;-0,270
6,7;2792810;-1,296
6,7;2792895;0,000
7,2;2792980;0,337
7,7;2793056;0,377
7;2793132;-0,528
6,9;2793208;-0,075
6,5;2793240;-0,716
5,9;2793332;-0,374
6,9;2793424;0,623
7;2793482;0,099
7,4;2793540;0,395
7,7;2793629;0,193
7,2;2793718;-0,322
7,5;2793751;0,521
8,9;2793830;1,015
9,4;2793869;0,735
10,1;2793945;0,528
10,1;2794006;0,000
10,6;2794068;0,462
10;2794119;-0,674
10,3;2794145;0,661
11,7;2794204;1,359
11;2794296;-0,436
11,4;2794356;0,382
11,1;2794395;-0,441
10,8;2794412;-1,011
10,4;2794439;-0,849
10,1;2794485;-0,374
10,1;2794555;0,000
10,5;2794611;0,409
10,6;2794620;0,637
11;2794644;0,955
11,8;2794689;1,018
12,1;2794737;0,358
12,2;2794760;0,249
12,3;2794785;0,229
12,9;2794849;0,537
13;2794900;0,112
12,8;2794951;-0,225
12;2795013;-0,739
12,9;2795077;0,806
12,6;2795117;-0,430
11,1;2795213;-0,895
10,3;2795281;-0,674
9,7;2795356;-0,458
8,7;2795438;-0,699
8,4;2795488;-0,344
9,7;2795539;1,460
9,7;2795589;0,000
8,7;2795650;-0,939
7,8;2795686;-1,432
7,4;2795772;-0,266
7,9;2795848;0,377
7,6;2795911;-0,273
6,7;2795989;-0,661
6,1;2796080;-0,378
6;2796140;-0,095
6,1;2796201;0,094
6,2;2796258;0,101
5,9;2796316;-0,296
5,4;2796379;-0,455
5,9;2796442;0,455
6,1;2796508;0,174
5,4;2796577;-0,581
6;2796646;0,498
6,4;2796707;0,376
6,9;2796769;0,462
6,5;2796868;-0,231
6;2796951;-0,345
5,7;2797016;-0,264
5,6;2797103;-0,066
6,5;2797190;0,593
6,7;2797277;0,132
6,2;2797364;-0,329
6;2797451;-0,132
6;2797538;0,000
6,5;2797625;0,329
6,9;2797707;0,279
6,9;2797768;0,000
7,4;2797818;0,573
7,7;2797869;0,337
7;2797951;-0,489
6,9;2798032;-0,071
7,9;2798105;0,785
7,2;2798178;-0,549
7;2798253;-0,153
6,1;2798328;-0,688
5,9;2798416;-0,130
6,5;2798489;0,471
6;2798563;-0,387
5,9;2798637;-0,077
5,2;2798711;-0,542
5,9;2798772;0,657
6,6;2798833;0,657
6,3;2798932;-0,174
6,4;2799031;0,058
6,7;2799115;0,205
7;2799199;0,205
7,6;2799283;0,409
8,1;2799351;0,421
8;2799450;-0,058
7,4;2799495;-0,764
7,5;2799535;0,143
8,4;2799585;1,031
8,9;2799635;0,573
8,6;2799709;-0,232
8,4;2799778;-0,166
8,4;2799788;0,000
8,6;2799841;0,216
9,2;2799894;0,649
10,1;2799966;0,716
7,1;2800054;-1,953
6,5;2800105;-0,674
7,4;2800155;1,031
10,1;2800217;2,494
11,1;2800279;0,924
10,7;2800331;-0,441
10,6;2800382;-0,112
10,6;2800431;0,000
11,4;2800507;0,603
12,3;2800570;0,818
12,1;2800620;-0,229
12,4;2800671;0,337
13;2800734;0,546
13,6;2800791;0,603
15,5;2800847;1,943
18;2800918;2,017
20,1;2800989;1,694
19,9;2801059;-0,164
18,4;2801111;-1,652
16,4;2801163;-2,203
16,1;2801225;-0,277
17;2801312;0,593
18,3;2801362;1,489
19;2801412;0,802
18,7;2801437;-0,688
18,9;2801491;0,212
19,6;2801545;0,743
19,8;2801604;0,194
19,6;2801646;-0,273
19,6;2801661;0,000
19,8;2801702;0,279
20,3;2801754;0,551
20,7;2801794;0,573
21,1;2801834;0,573
21,6;2801882;0,597
21,7;2801893;0,521
22,2;2801936;0,666
23;2802019;0,552
23;2802056;0,000
21,4;2802109;-1,729
20,3;2802136;-2,333
20;2802174;-0,452
20,1;2802205;0,185
20,2;2802237;0,179
20,7;2802292;0,521
21,6;2802346;0,955
22,2;2802396;0,688
22,2;2802447;0,000
21,2;2802504;-1,005
20,7;2802561;-0,503
20,9;2802656;0,121
20,6;2802750;-0,183
20,9;2802844;0,183
22,1;2802938;0,731
19,4;2803032;-1,645
18,1;2803127;-0,784
18,6;2803221;0,305
18,9;2803315;0,183
19;2803409;0,061
17,8;2803504;-0,724
17,6;2803598;-0,122
17,7;2803692;0,061
18,2;2803787;0,302
18,4;2803881;0,122
18,7;2803975;0,183
19,3;2804058;0,414
19;2804138;-0,215
19,7;2804218;0,501
19,2;2804298;-0,358
19,2;2804378;0,000
19;2804461;-0,138
18,3;2804530;-0,581
17,4;2804598;-0,758
17,4;2804689;0,000
16,9;2804780;-0,315
17,5;2804871;0,378
19,6;2804962;1,322
21,3;2805053;1,070
19,6;2805107;-1,803
18,8;2805171;-0,716
18,7;2805178;-0,818
18,1;2805242;-0,537
17,4;2805306;-0,627
16,3;2805393;-0,724
16;2805411;-0,955
13,3;2805500;-1,738
15,6;2805589;1,480
15,6;2805678;0,000
15,6;2805736;0,000
15,6;2805793;0,000
15,2;2805842;-0,468
14,5;2805895;-0,757
13,4;2805948;-1,189
13,4;2806018;0,000
13,6;2806088;0,164
13,6;2806165;0,000
13;2806241;-0,452
12;2806318;-0,744
11;2806395;-0,744
11,7;2806478;0,483
12,9;2806562;0,818
13,5;2806645;0,414
12,6;2806728;-0,621
11,9;2806779;-0,786
11,6;2806864;-0,202
11,6;2806873;0,000
11,6;2806943;0,000
11,6;2807013;0,000
12,2;2807083;0,491
12,4;2807137;0,212
12;2807190;-0,432
11;2807271;-0,707
11,4;2807352;0,283
11,2;2807367;-0,764
10,5;2807434;-0,599
10,1;2807486;-0,441
10;2807538;-0,110
10;2807554;0,000
10;2807641;0,000
10,1;2807676;0,164
10,1;2807697;0,000
9,9;2807779;-0,140
9,6;2807857;-0,220
9,4;2807891;-0,337
9,4;2807902;0,000
9,3;2807925;-0,249
9,3;2808000;0,000
9,5;2808032;0,358
9,5;2808072;0,000
9,2;2808116;-0,391
7,8;2808168;-1,542
7;2808197;-1,580
7;2808209;0,000
7;2808244;0,000
7;2808285;0,000
7;2808310;0,000
7,3;2808402;0,187
6,6;2808493;-0,441
6,4;2808520;-0,424
6,3;2808539;-0,302
6,1;2808561;-0,521
6,1;2808587;0,000
6,4;2808614;0,637
6,7;2808632;0,955
6,9;2808650;0,637
7;2808716;0,087
7;2808746;0,000
7;2808799;0,000
7;2808891;0,000
7;2808910;0,000
7;2808929;0,000
7;2808946;0,000
7;2808968;0,000
7;2808988;0,000
7,2;2809028;0,286
7,4;2809065;0,310
7,3;2809082;-0,337
7,2;2809099;-0,337
7,1;2809117;-0,318
8,5;2809215;0,818
8,1;2809312;-0,236
7,2;2809410;-0,526
7;2809507;-0,118
6,1;2809605;-0,526
6,5;2809701;0,239
6,2;2809796;-0,181
5,5;2809892;-0,418
6,6;2809988;0,656
7;2810084;0,239
7,4;2810180;0,239
6,6;2810276;-0,477
7;2810371;0,241
7;2810467;0,000
7;2810563;0,000
7;2810659;0,000
6;2810755;-0,597
6,2;2810850;0,121
6,9;2810946;0,418
7;2811042;0,060
7;2811138;0,000
7,5;2811234;0,298
7,8;2811256;0,781
8;2811277;0,546
8;2811305;0,000
8;2811326;0,000
8;2811373;0,000
8;2811395;0,000
8;2811430;0,000
8;2811459;0,000
8;2811480;0,000
8;2811511;0,000
7,8;2811544;-0,347
7,5;2811571;-0,637
7,5;2811608;0,000
8;2811637;0,988
8,1;2811674;0,155
7,8;2811706;-0,537
8,5;2811763;0,704
8,4;2811814;-0,112
8,7;2811858;0,391
8,9;2811881;0,498
8,9;2811886;0,000
9,8;2811969;0,621
10,7;2812038;0,747
11;2812106;0,253
10,9;2812174;-0,084
10,9;2812179;0,000
10,9;2812182;0,000
10,9;2812188;0,000
11,8;2812274;0,600
11,4;2812361;-0,263
12;2812448;0,395
12,4;2812480;0,716
12,5;2812523;0,133
12,1;2812583;-0,382
13,3;2812652;0,996
13,8;2812720;0,421
14;2812734;0,818
14,6;2812776;0,818
14,7;2812790;0,409
14,9;2812799;1,273
15;2812808;0,637
15,1;2812818;0,573
16;2812918;0,516
17,6;2813006;1,042
17,2;2813057;-0,449
16,4;2813117;-0,764
16;2813167;-0,458
16,2;2813199;0,358
16,4;2813218;0,603
16,5;2813233;0,382
17,1;2813262;1,185
17,3;2813274;0,955
17,4;2813276;2,862
18,3;2813322;1,121
19,2;2813367;1,146
19,7;2813399;0,895
19,9;2813421;0,521
20;2813438;0,337
19,3;2813499;-0,657
18,9;2813560;-0,376
18,8;2813577;-0,337
18,7;2813599;-0,260
18,7;2813620;0,000
