Elevation (metres);Meter från start;Lutning i grader
329;1005041;0,526
328,8;1005139;-0,117
328;1005237;-0,468
329;1005335;0,585
329,4;1005433;0,234
329,4;1005531;0,000
329,1;1005629;-0,175
328,3;1005727;-0,468
328,3;1005827;0,000
328,2;1005926;-0,058
329;1006026;0,458
329;1006125;0,000
328,5;1006224;-0,289
328;1006324;-0,286
328,3;1006423;0,174
329,4;1006523;0,630
329,1;1006622;-0,174
329;1006721;-0,058
329,1;1006821;0,057
330,7;1006920;0,926
330,8;1007019;0,058
330;1007119;-0,458
330;1007218;0,000
330;1007318;0,000
329;1007417;-0,579
328,7;1007516;-0,174
329,6;1007616;0,516
330,7;1007715;0,637
330,3;1007815;-0,229
330,9;1007914;0,347
330,1;1008013;-0,463
329,8;1008113;-0,172
329,3;1008212;-0,289
329,5;1008312;0,115
330;1008411;0,289
330,3;1008510;0,174
331,5;1008610;0,688
332,9;1008709;0,810
331,2;1008809;-0,974
330,3;1008908;-0,521
331;1009007;0,405
331,1;1009107;0,057
331,5;1009206;0,231
331,7;1009305;0,116
331,2;1009405;-0,286
331;1009504;-0,116
331,1;1009604;0,057
332,1;1009703;0,579
332,1;1009802;0,000
331,9;1009902;-0,115
330,7;1010001;-0,694
330,1;1010101;-0,344
331,2;1010200;0,637
332,1;1010299;0,521
332;1010399;-0,057
331,6;1010498;-0,231
331,3;1010598;-0,172
331,4;1010697;0,058
330,5;1010796;-0,521
330,8;1010896;0,172
329,3;1010995;-0,868
331,1;1011094;1,042
332;1011194;0,516
331,4;1011294;-0,344
332;1011393;0,347
332,7;1011493;0,401
333;1011592;0,174
333;1011692;0,000
333;1011792;0,000
332,5;1011891;-0,289
332,8;1011991;0,172
333,1;1012090;0,174
333,3;1012190;0,115
332,5;1012290;-0,458
332,9;1012389;0,231
333,6;1012489;0,401
333,3;1012588;-0,174
333;1012688;-0,172
334;1012788;0,573
333,6;1012887;-0,231
333,8;1012987;0,115
335;1013086;0,694
334,3;1013186;-0,401
334,2;1013286;-0,057
334,9;1013385;0,405
335;1013485;0,057
334,5;1013584;-0,289
334,1;1013684;-0,229
335;1013784;0,516
335;1013883;0,000
335,4;1013982;0,231
336;1014081;0,347
335,5;1014181;-0,286
335,4;1014280;-0,058
336,9;1014379;0,868
335,7;1014478;-0,694
334,8;1014577;-0,521
336,2;1014676;0,810
336;1014775;-0,116
336,2;1014874;0,116
336,9;1014973;0,405
336,1;1015073;-0,458
336,2;1015172;0,058
336,9;1015271;0,405
335,6;1015370;-0,752
336,6;1015469;0,579
336,7;1015568;0,058
337;1015667;0,174
336,8;1015766;-0,116
337,2;1015866;0,229
337;1015965;-0,116
337,7;1016064;0,405
338;1016163;0,174
338,4;1016262;0,231
339;1016361;0,347
339;1016460;0,000
338,5;1016559;-0,289
339,6;1016659;0,630
340;1016758;0,231
342;1016857;1,157
342,4;1016956;0,231
341,5;1017055;-0,521
341,5;1017154;0,000
342,3;1017253;0,463
343,6;1017352;0,752
344;1017451;0,231
344,2;1017550;0,116
345;1017650;0,458
345,8;1017749;0,463
346,3;1017848;0,289
345,5;1017947;-0,463
345,4;1018046;-0,058
346;1018145;0,347
346;1018244;0,000
346,5;1018343;0,289
347,9;1018443;0,802
347,2;1018534;-0,441
347,7;1018625;0,315
347,4;1018716;-0,189
347,3;1018807;-0,063
348,4;1018898;0,693
349,5;1018989;0,693
349,9;1019080;0,252
350,3;1019171;0,252
351,1;1019271;0,458
351,3;1019371;0,115
352,2;1019471;0,516
353,2;1019571;0,573
351,4;1019670;-1,042
352;1019770;0,344
352,1;1019870;0,057
352;1019970;-0,057
352,1;1020070;0,057
349,6;1020170;-1,432
350,4;1020269;0,463
350,5;1020369;0,057
351,7;1020469;0,688
351,9;1020494;0,458
350,6;1020590;-0,776
349,1;1020687;-0,886
350;1020783;0,537
349,4;1020880;-0,354
349;1020976;-0,239
349,9;1021073;0,532
349;1021170;-0,532
349;1021267;0,000
349,7;1021364;0,413
348,9;1021461;-0,473
348;1021559;-0,526
348;1021656;0,000
348,3;1021753;0,177
348,1;1021850;-0,118
346,8;1021947;-0,768
346,6;1022044;-0,118
346;1022142;-0,351
346,9;1022239;0,532
347;1022336;0,059
347;1022433;0,000
346,7;1022530;-0,177
345,7;1022627;-0,591
345,6;1022724;-0,059
344,6;1022820;-0,597
345,1;1022917;0,295
345,8;1022988;0,565
345,9;1023059;0,081
345,1;1023130;-0,646
345,2;1023220;0,064
346,5;1023309;0,837
345,7;1023364;-0,833
345,5;1023419;-0,208
346,4;1023515;0,537
346,3;1023611;-0,060
346,3;1023707;0,000
346,4;1023803;0,060
346;1023899;-0,239
346,4;1023995;0,239
347,6;1024091;0,716
347;1024187;-0,358
347;1024283;0,000
347;1024379;0,000
347,1;1024475;0,060
346,5;1024571;-0,358
346,9;1024667;0,239
347;1024758;0,063
347,2;1024850;0,125
347,7;1024941;0,315
347,3;1025033;-0,249
347,5;1025125;0,125
348;1025216;0,315
348;1025308;0,000
348;1025399;0,000
348,1;1025491;0,062
348,1;1025493;0,000
348,2;1025564;0,081
348,3;1025599;0,164
348,2;1025638;-0,147
347,9;1025700;-0,277
348;1025753;0,108
347,4;1025806;-0,649
347,3;1025855;-0,117
347,7;1025877;1,042
348,5;1025929;0,881
348;1026002;-0,392
348,3;1026101;0,174
348,9;1026200;0,347
348,1;1026300;-0,458
347,9;1026399;-0,116
347;1026498;-0,521
347,3;1026598;0,172
348,5;1026697;0,694
349;1026796;0,289
349;1026896;0,000
349,1;1026995;0,058
350,3;1027094;0,694
351,3;1027193;0,579
350,8;1027293;-0,286
349,8;1027392;-0,579
351,3;1027491;0,868
350,6;1027591;-0,401
351;1027690;0,231
351;1027789;0,000
351,7;1027888;0,405
350,8;1027988;-0,516
350,6;1028087;-0,116
351,4;1028186;0,463
351,5;1028286;0,057
351,4;1028385;-0,058
352,4;1028484;0,579
352,2;1028584;-0,115
353;1028683;0,463
353,1;1028782;0,058
353,6;1028881;0,289
354;1028981;0,229
353,5;1029080;-0,289
353,8;1029179;0,174
353,4;1029279;-0,229
353;1029378;-0,231
352,8;1029477;-0,116
354,6;1029576;1,042
354,6;1029652;0,000
355;1029728;0,302
355,4;1029803;0,306
355;1029900;-0,236
356,2;1029997;0,709
356,9;1030072;0,535
356;1030148;-0,678
355,2;1030224;-0,603
356,2;1030311;0,659
356,9;1030397;0,466
357;1030484;0,066
357;1030572;0,000
357,8;1030661;0,515
357,1;1030718;-0,704
356,2;1030775;-0,905
356,1;1030814;-0,147
356;1030865;-0,112
356;1030904;0,000
356,4;1030938;0,674
357;1030979;0,838
356,7;1031015;-0,477
356,1;1031073;-0,593
356;1031095;-0,260
356;1031143;0,000
357,3;1031211;1,095
358;1031276;0,617
358,3;1031328;0,331
358,6;1031379;0,337
359;1031477;0,234
359,2;1031572;0,121
360,9;1031643;1,372
359,8;1031714;-0,888
358,3;1031793;-1,088
358,9;1031871;0,441
358,9;1031940;0,000
358,9;1032008;0,000
358,5;1032076;-0,337
358,2;1032159;-0,207
359,6;1032243;0,955
360;1032315;0,318
360,4;1032387;0,318
360,2;1032459;-0,159
359,8;1032532;-0,314
359,4;1032604;-0,318
359,3;1032677;-0,078
360,1;1032745;0,674
361;1032813;0,758
362,5;1032881;1,264
362,8;1032975;0,183
362,1;1033069;-0,427
360,4;1033143;-1,316
360,1;1033216;-0,235
360,4;1033294;0,220
361;1033372;0,441
361,3;1033457;0,202
362,4;1033542;0,741
362,8;1033631;0,258
363,6;1033721;0,509
363,6;1033804;0,000
363,1;1033887;-0,345
364,1;1033962;0,764
364,5;1034037;0,306
364,2;1034101;-0,269
364,5;1034166;0,264
365;1034241;0,382
365;1034317;0,000
366;1034375;0,988
366,6;1034433;0,593
366,7;1034514;0,071
366,9;1034595;0,141
366,6;1034652;-0,302
365,7;1034709;-0,905
365,3;1034759;-0,458
365;1034809;-0,344
365,3;1034875;0,260
364,3;1034941;-0,868
365,8;1035016;1,146
366,9;1035090;0,852
367,6;1035186;0,418
366,5;1035281;-0,663
367;1035361;0,358
367;1035440;0,000
367;1035514;0,000
366,6;1035587;-0,314
366,1;1035654;-0,428
366,2;1035714;0,095
367;1035791;0,595
366,8;1035864;-0,157
366,6;1035941;-0,149
367,1;1036006;0,441
368,2;1036074;0,927
368,7;1036141;0,428
368,8;1036195;0,106
369,2;1036248;0,432
369;1036326;-0,147
368,2;1036404;-0,588
368;1036488;-0,136
369,1;1036573;0,741
369,8;1036657;0,477
367,8;1036711;-2,121
367,2;1036759;-0,716
368;1036820;0,751
369,2;1036912;0,747
369,4;1036941;0,395
369,7;1036989;0,358
370;1037064;0,229
369,8;1037115;-0,225
370,3;1037166;0,562
370,6;1037252;0,200
370,6;1037327;0,000
371;1037375;0,477
371,1;1037460;0,067
371,2;1037544;0,068
369,7;1037629;-1,011
370;1037712;0,207
370,1;1037795;0,069
370,1;1037858;0,000
370,6;1037921;0,455
369,3;1038018;-0,768
369,7;1038116;0,234
370,6;1038197;0,637
372,2;1038278;1,132
371,8;1038359;-0,283
371,3;1038441;-0,349
371,5;1038522;0,141
371,3;1038598;-0,151
371,2;1038674;-0,075
371,8;1038750;0,452
373,2;1038824;1,084
374,2;1038898;0,774
374,8;1038971;0,471
373,1;1039053;-1,188
372,8;1039134;-0,212
373;1039224;0,127
373,5;1039313;0,322
373,9;1039365;0,441
373,9;1039418;0,000
374,9;1039508;0,637
374;1039599;-0,567
373,4;1039664;-0,529
375,1;1039728;1,522
376,2;1039803;0,840
376,9;1039879;0,528
376,9;1039954;0,000
378,1;1040049;0,724
379,1;1040145;0,597
376,8;1040241;-1,372
376,2;1040338;-0,354
376,5;1040422;0,205
377,5;1040505;0,690
378;1040589;0,341
377,5;1040672;-0,345
377;1040756;-0,341
377,2;1040815;0,194
377,7;1040875;0,477
378,5;1040935;0,764
379;1040995;0,477
378,1;1041093;-0,526
379,2;1041191;0,643
379,9;1041289;0,409
379,6;1041387;-0,175
379,3;1041458;-0,242
379,6;1041517;0,291
380,6;1041583;0,868
379,4;1041636;-1,297
379,5;1041690;0,106
379,8;1041720;0,573
380,1;1041766;0,374
380,1;1041802;0,000
380;1041862;-0,095
380;1041888;0,000
379,3;1041954;-0,608
379,5;1041983;0,395
380,4;1042050;0,770
379,5;1042104;-0,955
380;1042190;0,333
381;1042275;0,674
381,3;1042361;0,200
382,2;1042446;0,607
381;1042529;-0,828
381;1042612;0,000
380,6;1042696;-0,273
380,8;1042783;0,132
381;1042870;0,132
381;1042958;0,000
381,1;1043045;0,066
381,7;1043133;0,391
382,1;1043220;0,263
382,2;1043243;0,249
382,4;1043271;0,409
382,6;1043290;0,603
382,8;1043309;0,603
383,1;1043330;0,818
383,2;1043355;0,229
383,1;1043380;-0,229
383;1043423;-0,133
383;1043464;0,000
382,8;1043518;-0,212
382,4;1043572;-0,424
382,1;1043635;-0,273
381,6;1043666;-0,924
381;1043700;-1,011
380,6;1043721;-1,091
379,9;1043751;-1,337
379;1043784;-1,562
379,9;1043839;0,937
381,6;1043897;1,679
382,9;1043978;0,919
383,1;1043999;0,546
383,4;1044028;0,593
383,4;1044052;0,000
383,4;1044074;0,000
383,4;1044101;0,000
383,4;1044133;0,000
383,4;1044167;0,000
383,2;1044210;-0,266
382,9;1044296;-0,200
383,1;1044348;0,220
383,1;1044400;0,000
382,7;1044470;-0,327
383,3;1044540;0,491
383,5;1044615;0,153
383,4;1044665;-0,115
383,7;1044716;0,337
383,9;1044767;0,225
384,3;1044861;0,244
386;1044956;1,025
385,7;1045023;-0,257
387,5;1045090;1,539
387,2;1045148;-0,296
386,7;1045214;-0,434
385,9;1045275;-0,751
384,9;1045346;-0,807
384,9;1045417;0,000
385,8;1045470;0,973
386,6;1045524;0,849
386,7;1045615;0,063
386,9;1045667;0,220
387,3;1045718;0,449
387,6;1045784;0,260
387,4;1045840;-0,205
387,4;1045895;0,000
387,6;1045964;0,166
387,5;1046033;-0,083
387,3;1046082;-0,234
387,2;1046130;-0,119
387,2;1046176;0,000
387,2;1046226;0,000
387;1046271;-0,255
386,7;1046313;-0,409
387,8;1046366;1,189
388,6;1046415;0,935
388,6;1046463;0,000
388,6;1046513;0,000
388,6;1046567;0,000
388,6;1046620;0,000
388,3;1046688;-0,253
388,4;1046753;0,088
388,6;1046816;0,182
388,9;1046879;0,273
389,4;1046970;0,315
389;1047025;-0,417
388,6;1047081;-0,409
388,8;1047171;0,127
387,8;1047261;-0,637
388,5;1047350;0,451
388,5;1047440;0,000
388,5;1047530;0,000
389;1047620;0,318
389,5;1047688;0,421
388,7;1047757;-0,664
387,6;1047844;-0,724
388,6;1047931;0,659
389,5;1048004;0,706
388,4;1048057;-1,189
387,8;1048111;-0,637
387,5;1048192;-0,212
387;1048271;-0,363
386,5;1048338;-0,428
386,5;1048405;0,000
386,5;1048475;0,000
386,9;1048549;0,310
386,4;1048623;-0,387
385,4;1048707;-0,682
384,7;1048792;-0,472
384;1048859;-0,599
384;1048926;0,000
385,4;1048998;1,114
384,5;1049071;-0,706
384,8;1049122;0,337
384,6;1049173;-0,225
383,3;1049264;-0,818
382,8;1049331;-0,428
382,6;1049399;-0,169
382,6;1049478;0,000
380,9;1049557;-1,233
379,5;1049632;-1,069
380;1049695;0,455
381,8;1049768;1,412
379,9;1049824;-1,943
379,4;1049880;-0,512
379,4;1049978;0,000
379,6;1050034;0,205
381,4;1050123;1,159
382,1;1050214;0,441
379,9;1050289;-1,680
378,5;1050365;-1,055
378;1050441;-0,377
377,2;1050488;-0,975
375,7;1050572;-1,023
376,7;1050655;0,690
377,8;1050738;0,759
376,3;1050835;-0,886
376,5;1050933;0,117
377;1051008;0,382
376,8;1051084;-0,151
376,6;1051174;-0,127
376,5;1051263;-0,064
375,7;1051353;-0,509
374,9;1051442;-0,515
374,9;1051532;0,000
375,2;1051624;0,187
376;1051716;0,498
376,2;1051794;0,147
376;1051872;-0,147
376,5;1051950;0,367
376,3;1052024;-0,155
375,4;1052097;-0,706
374,9;1052170;-0,392
375,2;1052243;0,235
375,4;1052316;0,157
374,4;1052415;-0,579
372,2;1052514;-1,273
373,2;1052613;0,579
373,1;1052712;-0,058
373,9;1052810;0,468
373,8;1052909;-0,058
372,6;1053008;-0,694
372;1053107;-0,347
372;1053206;0,000
371,7;1053304;-0,175
371;1053403;-0,405
371,1;1053502;0,058
372,2;1053601;0,637
372,4;1053700;0,116
370,6;1053798;-1,052
370;1053886;-0,391
370,1;1053975;0,064
371;1054063;0,586
370,2;1054151;-0,521
368,5;1054239;-1,107
368,8;1054327;0,195
369,9;1054415;0,716
370;1054512;0,059
370;1054609;0,000
370;1054706;0,000
370;1054802;0,000
369;1054898;-0,597
368,9;1054980;-0,070
368,7;1055062;-0,140
368;1055115;-0,757
367,4;1055168;-0,649
367,4;1055256;0,000
367;1055344;-0,260
365,6;1055417;-1,099
364,8;1055489;-0,637
366;1055542;1,297
366,6;1055594;0,661
366;1055670;-0,452
366,2;1055739;0,166
366,8;1055807;0,506
366,6;1055890;-0,138
366,3;1055972;-0,210
365,8;1056047;-0,382
366,8;1056123;0,754
367;1056205;0,140
367,3;1056288;0,207
366,8;1056387;-0,289
366,4;1056485;-0,234
366;1056576;-0,252
364,8;1056667;-0,756
364;1056756;-0,515
364,3;1056846;0,191
365,1;1056935;0,515
365,5;1057030;0,241
364,9;1057124;-0,366
363,9;1057218;-0,610
364;1057312;0,061
363,9;1057406;-0,061
363,7;1057500;-0,122
363,3;1057595;-0,241
363;1057689;-0,183
363;1057783;0,000
363;1057877;0,000
362,9;1057971;-0,061
362,4;1058065;-0,305
362,6;1058160;0,121
362,1;1058254;-0,305
361,7;1058348;-0,244
361;1058442;-0,427
360,5;1058541;-0,289
360,9;1058639;0,234
362;1058737;0,643
361,5;1058834;-0,295
360,6;1058932;-0,526
359,3;1059030;-0,760
360;1059128;0,409
359,6;1059226;-0,234
359;1059324;-0,351
360;1059422;0,585
358,7;1059520;-0,760
359;1059618;0,175
358,9;1059716;-0,058
359;1059814;0,058
358,6;1059912;-0,234
357,8;1060009;-0,473
357,1;1060107;-0,409
356,9;1060205;-0,117
356,3;1060303;-0,351
357,7;1060401;0,818
357;1060499;-0,409
356,5;1060597;-0,292
355,2;1060695;-0,760
357,1;1060793;1,111
357,7;1060891;0,351
357;1060990;-0,405
357,6;1061089;0,347
356,4;1061188;-0,694
355;1061288;-0,802
355,5;1061387;0,289
355,4;1061486;-0,058
355;1061585;-0,231
355,4;1061684;0,231
355,6;1061752;0,169
355;1061820;-0,506
355;1061888;0,000
356,5;1061979;0,944
356,8;1062071;0,187
356,2;1062163;-0,374
355,2;1062254;-0,630
354;1062346;-0,747
353,9;1062438;-0,062
354;1062515;0,074
354,2;1062591;0,151
354,9;1062668;0,521
355;1062745;0,074
355,2;1062832;0,132
355,8;1062919;0,395
354,8;1063007;-0,651
353,3;1063094;-0,988
353,9;1063182;0,391
355;1063269;0,724
354,2;1063356;-0,527
355,3;1063456;0,630
355,4;1063555;0,058
355,1;1063654;-0,174
353,3;1063753;-1,042
353,2;1063853;-0,057
354;1063952;0,463
353,9;1064051;-0,058
353,7;1064150;-0,116
354,2;1064249;0,289
353,7;1064338;-0,322
354;1064426;0,195
353,4;1064514;-0,391
351,6;1064602;-1,172
353,2;1064691;1,030
354;1064785;0,488
353,5;1064878;-0,308
353,8;1064972;0,183
354,7;1065066;0,549
354,9;1065160;0,122
354,2;1065253;-0,431
354;1065347;-0,122
354,1;1065441;0,061
354,9;1065535;0,488
355,1;1065628;0,123
354,9;1065722;-0,122
355;1065816;0,061
355;1065910;0,000
354,6;1066006;-0,239
354,9;1066102;0,179
354,7;1066196;-0,122
354,9;1066290;0,122
355,6;1066385;0,422
356,3;1066472;0,461
356,9;1066560;0,391
356;1066653;-0,554
355,6;1066747;-0,244
355,5;1066764;-0,337
355;1066859;-0,302
356;1066955;0,597
356;1067051;0,000
356;1067146;0,000
356,3;1067242;0,179
356;1067338;-0,179
356;1067433;0,000
356;1067529;0,000
356,2;1067625;0,119
356,3;1067716;0,063
355,9;1067808;-0,249
356,7;1067900;0,498
357,5;1067992;0,498
356,5;1068084;-0,623
356,9;1068152;0,337
357,9;1068221;0,830
357,9;1068235;0,000
357,6;1068310;-0,229
357,2;1068384;-0,310
357;1068450;-0,174
357,2;1068516;0,174
358;1068561;1,018
358,1;1068608;0,122
358;1068656;-0,119
357,4;1068704;-0,716
357,1;1068746;-0,409
357,1;1068786;0,000
357,4;1068827;0,419
357,9;1068874;0,610
357,8;1068918;-0,130
357,5;1068964;-0,374
357,2;1069015;-0,337
357,6;1069070;0,417
358,7;1069125;1,146
359;1069225;0,172
358,4;1069316;-0,378
357,4;1069407;-0,630
356,3;1069500;-0,678
357,3;1069594;0,610
357,1;1069688;-0,122
357,5;1069782;0,244
357,9;1069849;0,342
358,3;1069915;0,347
359;1069975;0,668
359;1070035;0,000
358,8;1070134;-0,116
357,5;1070234;-0,745
356,3;1070311;-0,893
356,4;1070389;0,073
357;1070482;0,370
357;1070575;0,000
357,2;1070668;0,123
358,3;1070760;0,685
358,5;1070853;0,123
357,1;1070946;-0,862
357;1071038;-0,062
356,1;1071131;-0,554
356,7;1071224;0,370
358,2;1071321;0,886
358,6;1071418;0,236
357,4;1071516;-0,702
356,7;1071613;-0,413
356,7;1071710;0,000
356,1;1071807;-0,354
356,4;1071904;0,177
357,9;1072001;0,886
358,7;1072099;0,468
359;1072196;0,177
358,5;1072293;-0,295
357,4;1072390;-0,650
357;1072487;-0,236
358,2;1072585;0,702
356,9;1072682;-0,768
356;1072779;-0,532
356,8;1072876;0,473
358,1;1072973;0,768
358,3;1073071;0,117
357,1;1073168;-0,709
358,8;1073265;1,004
359,1;1073362;0,177
359,8;1073459;0,413
359,9;1073518;0,097
359,3;1073576;-0,593
357,6;1073644;-1,432
357,7;1073713;0,083
358,7;1073782;0,830
359,6;1073850;0,758
359,3;1073928;-0,220
359,5;1074006;0,147
359,5;1074079;0,000
358,4;1074153;-0,852
357,9;1074226;-0,392
357,5;1074306;-0,286
357,1;1074386;-0,286
357,2;1074466;0,072
356,8;1074546;-0,286
356,5;1074641;-0,181
359,4;1074736;1,748
359,1;1074798;-0,277
358,5;1074861;-0,546
358,7;1074941;0,143
359,7;1075022;0,707
357,9;1075096;-1,393
356;1075177;-1,344
357;1075252;0,764
358,3;1075334;0,908
358,7;1075410;0,302
358,5;1075461;-0,225
358,2;1075512;-0,337
358,9;1075580;0,590
358,3;1075648;-0,506
359,4;1075704;1,125
359,7;1075761;0,302
358,7;1075834;-0,785
358,1;1075907;-0,471
358,5;1075985;0,294
358;1076039;-0,531
358;1076092;0,000
358,5;1076156;0,448
359;1076219;0,455
358,6;1076301;-0,279
358,7;1076383;0,070
360,1;1076465;0,978
360;1076546;-0,071
359;1076627;-0,707
359;1076710;0,000
359,8;1076785;0,611
360,3;1076836;0,562
361;1076887;0,786
361;1076987;0,000
360,6;1077048;-0,376
360,4;1077109;-0,188
360,5;1077187;0,073
359,3;1077259;-0,955
360,3;1077332;0,785
362;1077431;0,984
362,8;1077492;0,751
363;1077570;0,147
362,2;1077648;-0,588
361,7;1077716;-0,421
362;1077776;0,286
362,5;1077846;0,409
362,1;1077918;-0,318
361,4;1077981;-0,637
358,8;1078051;-2,127
356,3;1078123;-1,989
357;1078196;0,549
358;1078280;0,682
359,8;1078376;1,074
360,5;1078470;0,427
361,3;1078529;0,777
362,1;1078588;0,777
362,2;1078637;0,117
363,4;1078728;0,756
362,8;1078797;-0,498
362,3;1078866;-0,415
362,3;1078896;0,000
362,3;1078917;0,000
361,8;1078990;-0,392
361,4;1079064;-0,310
362,7;1079149;0,876
362,2;1079213;-0,448
362,3;1079277;0,090
362,3;1079286;0,000
362,4;1079326;0,143
362,5;1079359;0,174
362,5;1079403;0,000
363;1079462;0,486
363,8;1079528;0,694
363,9;1079563;0,164
364;1079653;0,064
364,6;1079713;0,573
365;1079784;0,323
365;1079854;0,000
365;1079924;0,000
365;1080011;0,000
365;1080099;0,000
365,8;1080186;0,527
367;1080273;0,790
367,9;1080361;0,586
367;1080448;-0,593
367,1;1080543;0,060
367,5;1080639;0,239
367,7;1080738;0,116
368,4;1080837;0,405
367;1080917;-1,003
367,3;1080997;0,215
368,1;1081077;0,573
368,7;1081154;0,446
369,4;1081231;0,521
369,7;1081308;0,223
369,2;1081395;-0,329
368,1;1081482;-0,724
370,2;1081568;1,399
372,3;1081643;1,604
371,9;1081717;-0,310
371,1;1081791;-0,619
370,6;1081866;-0,382
370,5;1081940;-0,077
370,5;1082009;0,000
370,6;1082077;0,084
371,6;1082145;0,843
373;1082214;1,162
372,9;1082270;-0,102
372,9;1082326;0,000
373;1082424;0,058
371,4;1082481;-1,608
370,8;1082537;-0,614
372,2;1082612;1,069
373,8;1082687;1,222
374;1082761;0,155
374;1082830;0,000
373,9;1082899;-0,083
373,3;1082955;-0,614
373,6;1083010;0,313
374,1;1083061;0,562
374,8;1083111;0,802
375,3;1083183;0,398
375,6;1083255;0,239
375,7;1083336;0,071
376;1083418;0,210
376;1083470;0,000
376;1083521;0,000
375,9;1083580;-0,097
375,3;1083639;-0,583
375,4;1083690;0,112
376;1083741;0,674
376;1083808;0,000
376;1083872;0,000
376,6;1083937;0,529
377,3;1083992;0,729
378,1;1084056;0,716
378,5;1084116;0,382
378,4;1084175;-0,097
378;1084266;-0,252
377,4;1084327;-0,564
377,4;1084378;0,000
377,8;1084429;0,449
377,7;1084488;-0,097
377,8;1084521;0,174
378,5;1084589;0,590
379;1084669;0,358
379;1084744;0,000
378,3;1084813;-0,581
378,7;1084868;0,417
379;1084912;0,391
379;1084960;0,000
379;1084987;0,000
379,2;1085027;0,286
379,6;1085076;0,468
380,3;1085129;0,757
380,1;1085181;-0,220
380;1085216;-0,164
379,9;1085260;-0,130
379,9;1085318;0,000
380,2;1085364;0,374
380,4;1085398;0,337
381;1085443;0,764
381,3;1085503;0,286
381,5;1085549;0,249
381,7;1085582;0,347
381,6;1085629;-0,122
381,2;1085657;-0,818
381,2;1085710;0,000
382,2;1085752;1,364
382,8;1085784;1,074
382,6;1085843;-0,194
382;1085903;-0,573
381,2;1085974;-0,646
381,4;1086045;0,161
383,2;1086117;1,432
382,9;1086190;-0,235
383,1;1086259;0,166
384,1;1086328;0,830
384,1;1086422;0,000
384,7;1086484;0,554
385,1;1086546;0,370
384,9;1086605;-0,194
384,3;1086664;-0,583
384,5;1086755;0,126
385,5;1086839;0,682
386;1086899;0,477
386,4;1086959;0,382
387,1;1087040;0,495
387,6;1087100;0,477
388;1087160;0,382
388;1087201;0,000
387,6;1087253;-0,441
387;1087305;-0,661
387,7;1087350;0,891
388,6;1087410;0,859
387,8;1087470;-0,764
387,7;1087545;-0,076
388,8;1087621;0,829
389;1087676;0,208
388,7;1087731;-0,313
388,1;1087830;-0,347
388,3;1087893;0,182
389;1087956;0,637
389,1;1088017;0,094
389,5;1088078;0,376
391,1;1088157;1,160
392;1088237;0,645
392,2;1088316;0,145
392,7;1088400;0,341
394,3;1088483;1,104
393,3;1088566;-0,690
